model_name,review,average_rating
Panavise 809 Camera Window Suction-Cup Mount,"This is a great mount, I've had this on an outside window of my house for 2 months through the winter. It was temporarily holding a camera weighing roughly 1/2 lb. I just recently removed the mount from the window and it was stuck on there very well, no chance of it falling off. The threaded mount is perfect for whatever you might want to attach to it. I have a similar designed Panavise mount for my GoPro and I stick that on the side of my truck with 100% confidence it's not going anywhere. I have also stuck these mounts to the go-kart bodies at Pole Position and never had it come off. This is a great universal mount, I highly recommend it for quick temporary mounting.",4
Panavise 809 Camera Window Suction-Cup Mount,"This is a suction cup mount for very small point and shoot cameras. It arrived in a box with a sheet of instructions. You press it against clean glass, push the air out with the PRESS button, and pull the locking lever. Then attach a camera, and that's it. I use it for a small fuji point and shoot all weather camera in my Toyota Yaris. Works as described. Pros: low cost, ease of use, versatile. Cons: short mount arm - almost impossible to use on windshields, poorly written - contradictory instructions, flexible = added camera bounce. Summary, this device is intended to be used on nearly vertical or horizontal glass, not a sloping windshield. The only way it can be used on a windshield is if the camera was upside down. It is designed to be used only with tiny lightweight digital cameras. On my car, on the windshield, when the arm is extended up for a normally positioned camera mount, there is not enough clearance between the top of the camera mounting screw and the windshield for any device. Maybe your vehicle windshield has less of an angle than my Yaris and it may work for you. And use on a door window doesn't work because there is not enough clearance to see around the roof support column to look out the windshield. It might work from a sunroof or a bathroom mirror, but only for a tiny point and shoot camera. I should try mounting it to the car hood. I did try once mounting it on the outside of the car on the windshield but feared I would earn a ticket for doing so. additional comment: After trying a few other suction cup mounts, I revert back to this one because of it's short size it adds minimal camera vibration. However, the camera you use on this must be very small because it is difficult for the camera mounting surface to give enough clearance from the mount itself to put much of anything on it. This is a great mount for the Ego digital camera. I have never had the suction cup come off even once yet.",4
"GE Personal Security Alarm Kit, Includes Deluxe Door Alarm with Keypad Activation and Window/Door Alarms, Easy Installation, DIY Home Protection, Burglar Alert, Magnetic Sensor, Off/Chime/Alarm, 51107","These have been a life saver for our 3 year old escape artist! We put these on all our outside doors so we can hear when our daughter opens the doors. We were having problems with our clever 3 year old opening doors and running outside, she can reach the locks or use chairs to get to them. She would wait until she knew were occupied and quietly let herself outside. We put the alarms up at the very tops of the doors on velcro mounts (I bought heavy duty velcro separately) so that they able to be moved around. We plan on using them in our 5th wheel trailer when we camp so we can hear her if she escapes in the middle of the night. They are VERY LOUD so we can hear them if we upstairs. If you find them too loud I would recommend putting a thick piece of clear packing tape over them to muffle the sound a little (we do this on noisy toys).",4
"GE Personal Security Alarm Kit, Includes Deluxe Door Alarm with Keypad Activation and Window/Door Alarms, Easy Installation, DIY Home Protection, Burglar Alert, Magnetic Sensor, Off/Chime/Alarm, 51107","This is very loud which is great, exactly the point and what I wanted! The problem is when two people are entering and exiting a door, you have no idea if the other person set the alarm, if they didn't, and you put code in to disarm to open door, and the door is opened..... Wow the alarm is absolutely deafening!! You have no way of knowing if it is armed or not!! It's a great door alarm, it does have a chime setting, but IMO it just sounds like a doorbell not an alarm! So I love the alarm setting and it would definitely alert you to a break in etc. but the problem is the guessing game of whether it's armed or not!! Sometimes we even forget if we armed it or not!! Very frustrating!!",4
"GE Personal Security Alarm Kit, Includes Deluxe Door Alarm with Keypad Activation and Window/Door Alarms, Easy Installation, DIY Home Protection, Burglar Alert, Magnetic Sensor, Off/Chime/Alarm, 51107","Do you want to be awoken in the dead of night when someone cracks a window? Because, my friends, these suckers are LOUD and they will tell you immediately if a door or window open more than an inch. If you have concerns about people sneaking in-or out-of your house and want a local system that will alert you to the issue, this is your best friend. The only issue I had was they stick on with 3M strips, and one of the sensors fell off a window that had old paint, so I wish there was a way to screw on the skinny side of the sensors. They are simple to install, easy to use, and the noise it makes will definitely let you know something has been opened.",4
"GE Personal Security Alarm Kit, Includes Deluxe Door Alarm with Keypad Activation and Window/Door Alarms, Easy Installation, DIY Home Protection, Burglar Alert, Magnetic Sensor, Off/Chime/Alarm, 51107","I am very pleased with this kit plus I also installed window alarms on every window additional to the kit. This comes with two door keypads you can program a code into and set to chime or alarm which is really loud. The keypad and magnet are super easy to install with double stick tape or you can do more securely with screws too. The window alarms really come in handy for me as I have an old house with a few windows that can fly open or drop down a little at the top and lose me a ton of money in heat or air conditioning, so I put these on and found where I had to drill windows shut or prop with security bars. They come with the magnets needed too on the window ones, the door alarms you do need batteries, I feel very secure combining these with my wifi video cameras (see Zmodo also here) as in case electric or wifi go out; these will still sound loud alarms they are on battery so I think its a good combo. Add the window decals and yard sign and who needs a security installer!",4
"GE Personal Security Alarm Kit, Includes Deluxe Door Alarm with Keypad Activation and Window/Door Alarms, Easy Installation, DIY Home Protection, Burglar Alert, Magnetic Sensor, Off/Chime/Alarm, 51107","Despite what the enclosed manual says, the door alarm switch has no ""off"" position in the product that we have received. In order to shut the door alarm off completely so that it makes no sound, you have to set the switch to ""Alarm"" and then use the keypad to deactivate. Surely, that is easy to do, but the manual is silent about that (because it refers to the ""off"" position in the toggle switch). Perhaps they got rid of the ""off"" position because it would otherwise be too easy for an intruder to shut the alarm off upon entry. If so, that makes sense, but either way the manual is WRONG. In addition, the design of the door alarm is such that the magnet has to be placed right by one of the slide switches on either side of the alarm. This makes the slide switch difficult to reach. Yes, you can take the unit off from the mounting to do the same thing, but why so much work just to slide a switch? To the contrary, the window alarm units are a cinch. I am giving this product a 3-star rating only because the window units are good. Updated 8/5/2014 Downgraded to 2 stars due to the door alarm's not responding to our keypad code to shut it off. We have now taken it down.",4
"GE Personal Security Alarm Kit, Includes Deluxe Door Alarm with Keypad Activation and Window/Door Alarms, Easy Installation, DIY Home Protection, Burglar Alert, Magnetic Sensor, Off/Chime/Alarm, 51107","This is a great buy and I am impressed by the intensity and volume of the alarm. We had an intruder in our back yard and prior to the police arriving he was tapping on my daughters window. She became scared of her room because she worried someone might be able to open her window. We talked with her about what might help her feel safe. One thing she suggested was an alarm that would sound if someone tried to open the window. I started looking for window alarms and found this package. For three window alarms this package was very reasonably priced the bonus is the included door alarm that has a code to disarm. When the package arrived we tried out the alarms, the chime is very loud and simply signals once that the door has been opened. We can hear the chime from any room in the house if the windows are opened. In the alarm setting there is a constant alarm until the window is closed. It is very loud and can even be heard by our neighbors (all of the plots in our neighborhood are about an acre so it is impressive that the neighbors can hear it). We do have attentive neighbors and they will call the police and investigate if they here an alarm. Though this is not a monitored alarm system (we live in a very rural area where there aren't many options on monitored systems and the ones available simply alert the police and unfortunately a call from an alarm company does not rank as a high priority call, though a call from a home owner that there is a trespasser will bring a very fast response.) the alarm is loud enough that it should scare off an intruder. If you are only looking for something that will quietly chime to notify you that a door or window has opened this will be too loud for you.",4
Replacement Remotes,FIND THE RE PROGRAM BUTTON BEFORE YOU BUY!!!! I bought this because the buttons on my old remote weren't responding. I bought batteries and that wasn't it. I guess after 5 years of pressing the same button it retires. This comes with the instructions and works just like the original. Find the button on your vehicle so to can program it and no more waking up to start your ride on those cold days! Aaaah warm truck on cold mornings :D,5
Replacement Remotes,Just used the shell and buttons to refurbish my current after market remote starter! Works great!,5
Replacement Remotes,"Bought a used vehicle that had a remote start in it but not the remote, it worked perfectly and was fairly easy to program to the existing system. Feels well made,Great price, very happy with it.",5
Replacement Remotes,Works perfectly. Programmed myself.,5
Replacement Remotes,Thanks,5
Replacement Remotes,Bought this after my original (after market) remote starter broke for my 2003 car. I did not want to spend the $$ on a new remote for such an old car. Luckily for me- the remote was easy to program and works great!! I have had it now for 4 months with no problems! Works the same as the original. I would recommend it to anyone. Just make sure that it is the correct model:-),5
Replacement Remotes,worked great and was delivered quickly,5
Replacement Remotes,Took the remote to a Car Alarm place and he was able to program it in less than 2 minutes to the truck.... Its exactly what I needed!,5
Heavy-duty Adjustable Pinswitch,"The pinswitch is a nice and easy switch that can be used for many applications. I used for underhood lighting and was happy when the item came and it included five switches (I was only expecting one). They are adjustable for your application and could be easily used for a door, trunk, tailgate, hood or even if you wanted to add lights to a toolbox in your trunkbed or behind seats. Appears to be nicely made and should last for a while. And I liked that it also included the terminal for the wire which is the standard size if you wanted to replace it with an angled one or connect to an existing wire without having to cut it and put a new one on.",4
Heavy-duty Adjustable Pinswitch,I guess if you need it I'm sure it works fine.. I paid my buddy to install my remote start and he said these things are more of a hassle than anything else. He never ended up using it.. and I think my system may have even come with one... If you wanna do it by the books get one. But apparently these aren't necessary.,4
Heavy-duty Adjustable Pinswitch,"Quality seems sufficient. You get 5. Photo is black and white. The part is yellow zinc. Usually an indication of hardened metal, but I didn't exactly try to ruin one. My coworkers seem awfully impressed with my 98 Honda Accord hood lamp. Yes, the push pin is plastic for obvious functionality reasons, but I haven't seen it demonstrate any issues after it being installed for quite a while.",4
Heavy-duty Adjustable Pinswitch,Works as advertised. Used it to activate a light in the engine bay once the hood is opened. Not sure if the quality is good enough to use for passenger doors being opened and closed with significantly more cycling/abuse.,4
Heavy-duty Adjustable Pinswitch,"Very cheaply made product. Broke after just a couple of uses. I originally purchased a couple of these, they all broke after a short period of use. I would suggest looking for a better product.",4
Heavy-duty Adjustable Pinswitch,These pinswitches are great quality. I used them to install lights under the hood on my truck... I wanted the lights to turn on automatically when I opened the hood... this did the trick,4
Heavy-duty Adjustable Pinswitch,"Used it along with some led strip lights to create this simple system. When I open the hood, the lights comes on, when I close it they go out by separating the ground connection. I will put this in my two other cars!",4
Heavy-duty Adjustable Pinswitch,So far so good. Replaced a broken pin-switch. We'll see how long this one lasts.,4
Directed Install essentials Dual Zone Motion Sensor 508d,Awsome product. Works great with the viper 5706v. Literally plug and play. Still trying to get that perfect adjustment for sensetivity.perfect for jeep when you have the doors off. Might do a video.,4
Directed Install essentials Dual Zone Motion Sensor 508d,"This is a must for any alarm system. Just the shock sensor alone won't give much protection. This way if someone is too nosy around your car it will do a few warning beeps and if they stay there the full alarm will go off. But it has to be adjusted correctly! Two things to remember when adjusting: 1. It takes 20-30 seconds to fully arm and expand the radar circle. So don't just arm and step right up to the car, wait until it's fully armed and then test the sensitivity. 2. After the warning has been triggered a few times, most DEI alarm systems lower the sensitivity to prevent false alarms. This makes adjusting nearly impossible. To ""reset"" the sensitivity, just turn the ignition on and off after every time you adjust the sensor. Just keep those two things in mind because they're not mentioned in the manual. Other than that just follow the manual and you'll be good.",4
Directed Install essentials Dual Zone Motion Sensor 508d,"When it rains it pours .... First of all, rain started setting it off. Then the birds that land on my fiberglass camper started setting it off. This is a really rank amateur attempt of electronically monitoring a vehicle, there are just too many environmental issues that trigger these things. Wish I'd discovered this prior to buying 3 of them for my camper and after the return window closed. Thinking hard, it might serve someone who always parks in a parking garage where there is no rain or snow and not many birds that land on the vehicle.",4
Directed Install essentials Dual Zone Motion Sensor 508d,"Great addition to your alarm. I installed it under the plastic next to the stick shift, between the two front sits. It works as a charm. Very useful to protect the car detonating the warning or full alarm before getting broken the window door. It has been working now for several years. When leaving the doors open (e.g. at the beach while getting stuff from the car) the ""safe"" areas grow limiting people even more from approaching to the open doors.",4
Directed Install essentials Dual Zone Motion Sensor 508d,"Does what it's supposed to do. My only complaint is that the ""field"" this unit puts out is a little out of shape, yes even after adjusting. It seems to put out more of a ""field"" to the right hand side no matter how you adjust it. It does however work just like it's supposed to.",4
Directed Install essentials Dual Zone Motion Sensor 508d,A must need if you don't want people touching your vehicle while it is armed. Yes you may need to tweak the zoning. Which takes about ten minutes. You will not be let down.,4
Directed Install essentials Dual Zone Motion Sensor 508d,Works exactly as advertised! Great when installed correctly!,4
Directed Install essentials Dual Zone Motion Sensor 508d,It works as advertised the sensitivity can be adjusted and it is easy to use. Works well connected to Viper 350 3105 Model. Plugs right in and works,4
Directed Electronics 506T I.T. Audio Sensor,"For DEI alarms, this sensor is plug-n-play. The sensor comes with 2 major components, the audio sensor microphone and the sensor electronics box. The sensor adjustment is done via rotary knob on the electronics box, and there is a red LED for feedback during adjustment. For DEI alarms, the sensor port accepts the harness that is provided in this kit, along with instructions. To test, I would recommend having all windows rolled-up and using a set of car keys to jingle against the exterior of the window. The microphone can be mounted in two different ways. You can drill a 1/2"" hole and push the sensor microphone through. Or you can use the provided bracket with 3M 2-way tape. I chose this sensor over the 508D (Field Disturbance) because I am afraid of the large amounts of Hilo rain that we get here (that may cause false trips of the alarm). ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ October 8, 2015 Update I finally got around to installing this sensor (along with the 507M Tilt Sensor). I spliced the two sensor harnesses together, with diode isolation. Both of these sensors (506 and 507M) go into the Sensor 2 port. I tested each sensor individually, and they both work and trigger the Sensor 2 on my alarm. The only dilemma is not sure what to call Sensor 2 on my remote (if this zone is triggered, you can have the 2-way remote say Glass Breakage or Tilt). I drilled a 1/2"" hole, which may be a tad bit too big for this sensor (I didn't like the cheesy microphone mount that comes with this). Maybe if you can find a 15/32"" drill bit?",4
Directed Electronics 506T I.T. Audio Sensor,"This is a great little sensor. If you're going to bother installing an alarm you might as well add this audio glass break sensor for a few bucks more. It is super simple to install and also very easy to adjust. the sensitivity with just the twist of a knob/screw. It works perfect with DEI alarms like the Viper or Clifford line. I picked one up for my Viper and for a few dollars I have a bit more security. If someone breaks your window, pops the hood, and cuts your power or siren wire then you're out of luck. It's just too easy to do. Shock sensors may or may not pick up the window breaking depending on how its done so this is a little extra insurance. It can zip tie to about anything during installation as it is very small and light weight.",4
Directed Electronics 506T I.T. Audio Sensor,"I bought this audio sensor as an added layer of protection for my car. I wasn't sure if it would really live up to its description but I was willing to give it a try. I am glad that I did as it really does add another layer of security. What's great is that you can adjust the sensitivity of the microphone to suit your needs. I live in a highly populated city, so it took some time to find the right balance. Now it works perfectly and it will even give warning chirps if I accidentally tap my keys against the window but not go off when someone drive by with their speakers at max volume. Strongly recommend, especially if you have items you want to protect from 'smash and grab' break-ins.",4
Directed Electronics 506T I.T. Audio Sensor,Works with viper 5706v no problems i set it to just a little lighter setting cause of the branches around and trees and acorns,4
Directed Electronics 506T I.T. Audio Sensor,Got this for my new car because I do not want my car to get stolen great Buy,4
Directed Electronics 506T I.T. Audio Sensor,works great.,4
Directed Electronics 506T I.T. Audio Sensor,"I installed this sensor's mic on the middle upside of the rear glass of my Corolla with the supplied 2 sided tape. The receiver at the trunk so it could be visible when it's opened and therefore easier to calibrate. The microphone picks sounds of highwave frequencies and triggers (-) into the blue wire (you can try hitting a glass bottle with some metal). it's simple, all the work I've to do was running a blue cable from the dash to the trunk. I just installed at back because thieves tend to break the rear door little triangle glass, instead of the larger door glasses, this works for them in many cases without triggering the full alarm, because shock sensor don't always pick 'shocks' from the back of the car when pressed toward using force on the door. Don't spec to see a big glass to be broken!! that will make a lot of noise and vibration to the car, so alarm with be on!!! only desperate theft fall in this category. I recommend this item, it offers more security to your car and all your valued items inside.",4
Directed Electronics 506T I.T. Audio Sensor,The 506T Audio sensor is an optional sensor i installed for added protection with my compustar alarm. It is used to detect the sound of breaking glass. It was installed in a Cadillac Escalade. The installation was straightforward but i did need to purchase a longer rca cable. I got one from radio shack. I mounted mine on the windshield behind the rear view mirror with the microphone facing the dashboard. The sensor is extremely accurate and can be adjusted to your liking. It can be tested by tapping keys on various windows outside of the car. When it can pick up the keys on the farthest window (usually the rear) you know it has been set properly. It has been working flawlessly for years and luckily no one has broken my windows (knock on wood). If you have an alarm that accepts optional sensors this is a no brainer.,4
Midland AVPH3 Transparent Security Headsets with PTT/VOX - Pair,"I do some work for clients that require the use of radios and I was REALLY tired of trying to listen to the squawk of a handset in a crowd of people. I equally disliked having other's conversions being broadcast out to anyone in the area. Then I came across these beauties. I think the part I like the most is the audio clarity. Since the ear piece sits inside the ear canal I can leave the volume turned down (less distortion) and the outside noise is somewhat blocked so I can now hear MUCH clearer. Night and day difference. Not only that but I'm no longer a roaming broadcast station for everyone else's messages. It' also nice not to have to keep the radio in my hand, I keep the push to talk clipped to my lanyard or shirt and I'm good to go. Slight annoyance, the PTT cord is too short. What I really wanted was to run the PTT mic out my sleeve but it's a foot or more too short. I currently clip it to my shirt collar or lanyard and that works pretty well. Hidden bonus. If you walk out of the function, say to grab a bite to eat, and you forget that you have the ear piece in (yeah, it's that comfortable), you tend to get the STRANGEST looks from people. Do this while wearing a dark suite and you'll discover that it creates a ""bubble"" of open space around you as people will steer clear of you.",4
Midland AVPH3 Transparent Security Headsets with PTT/VOX - Pair,"These work well. The only thing to note is that if you're using these with VOX (voice activated), the FRS radios themselves take a half second to recognize that your'e talking, so it often clips off the first word you say. We got in the habit of starting every sentence with ""OK ..."" to get around that. This isn't a fault of the ear pieces.",4
Midland AVPH3 Transparent Security Headsets with PTT/VOX - Pair,"These work great for the price point and are fairly discreet. The only complaint I have is with the mic. This piece is made so that you can run it down your sleeve and clip the mic to your cuff. However, it could use another inch or two of length in the cable. The shorter cable limits my options on how to run it. For example, I am not able to run the cable behind my shoulders and down my sleeve due to it being too short. I have to run it down the front of my chest and down my sleeve. Even then, it just barely reaches, so anytime I reach out for something or raise my hands, it pulls my sleeve back. Having to run it this way also makes the clear cord hang forward toward my chest instead of straight down or back along my neck. This makes it more noticeable in my opinion. Other than the short cord, this is a very good headset for the price.",4
Midland AVPH3 Transparent Security Headsets with PTT/VOX - Pair,"Ok, that title must sound weird. But this headset, for some ungodly reason, hates the left ear. I read it in a previous review as well. I use this for my job working at a private school as the student activities coordinator. (Yeah, my job rocks, I know.) It was either this headset, or one of the many headsets that have a boom microphone in front of my mouth that makes me look like a member of the Backstreet Boys. Considering I work with middle schoolers, this is clearly not an option if I want to retain any sense of credibility. I bought this pair of headsets and the sound quality is awesome, I can hear other teaches and administrative staff communicate with me clear as day. The microphone gets clipped not up my sleeve but instead just below my neck on the collar of my shirt. The mic is powerful enough to pick up my voice without me having to bend my head down to speak into it. AWESOME. The only downside is this headset sucks in my left ear. It just won't stay in. Do I have a weird shaped left ear? I'm open to the possibility. But for some reason it will only stay put in my right. That is my only concern and it truly is low on the list of things I would deem important. Good quality headset and a steal at this price. Get it, you'll be happy in your right ear.",4
