model_name,review,average_rating
"Toshiba PORTEGE M200 Tablet PC (1.5 GHz Pentium M, 512MB, 40GB Hard Drive)","A great value for the price, this laptop is a gem in the vintage computing world. Not only do you have an amazingly-precise pressure-sensitive wacom painting device on your screen, but the screen itself is extremely high resolution and beautiful, despite the off-white beigish glow of 9 year old faded backlights. If you are a digital artist, then you probably already know how expensive it can be to obtain a wacom tablet embedded into a computer screen. For a used laptop that most people would overlook, you get that and more for a really great price. For a laptop from 2004, this thing is extremely high end- every part inside it is the best at what it does. For example, even though the sound on the laptop speakers is terrible, the internal amplifier outputs the best quality sound I have ever heard pumped into my Grado sr80 headphones. Music sounds great at full volume, and even better during the low volume parts. You don't see consumer grade laptops with sound as good as on this machine. I would have gladly paid $1500-$1700 for this machine back then if I had the money and knew about it at the time. Performance wise, this computer does well- the only thing it lacks is a proper video card for gaming, but at the price what do you expect? The construction of the external structure is extremely solid and doesn't feel hollow like low-end consumer grade laptops do. It's solid metal and feels like it can withstand a nuclear hollocaust. I installed both Windows 7 and the latest copy of Xubuntu, and am extremely pleased at how well the two OS's performed. Weightwise, this laptop isn't as heavy as you'd expect from something as solid as this. It is surprisingly light and feels comfortable in any position. This computer's flaws include the following: 1) Not being able to boot from a USB or external CD drive. You need to buy a special Toshiba drive that came along with this PC. Very frustrating. 2) SD card slot doesn't work, unless of course you're running XP and have installed custom drivers that aren't available on Linux nor windows 7 and up. 3) Online video feels glitchy on my linux installation, but I'm not sure why. 4) Buttons on the front of the swivel screen don't work in any non-XP environment. On the plus side though, the pen's side button and the erasor seem to be working perfectly fine in linux. 5) Screen is nowhere near as magnificent as today's glossy new OLED screens. Colors are fine even at angles, but the problem is that the backlights just aren't as bright anymore, and it costs money to replace them.",3
"Toshiba PORTEGE M200 Tablet PC (1.5 GHz Pentium M, 512MB, 40GB Hard Drive)","Pros: fast CPU, very configurable build options, convertible style means you can go ""laptop"" if you need to get serious data entry accomplished, built-in Ethernet and WiFi, SD card slot. Cons: price is real hefty, lacks some high-end options like fast-big HDD, no Firewire. This tablet is really the only true competitor to Fujitsu's long-time reign as tablet leader. It has a rich feature set, brilliant LCD display, and the processor power to exceed Fujitsu's latest offerings. Of course, the true utility in a tablet is the software, and Windows XP Tablet PC edition more than handles the job of capturing pen taps, clicks, and sketches (handwriting, lettering, or drawings). As a portable PC, however, it is an extremely pricey solution. The largest hard drive is 80Gb -- for a laptop that is about the max -- but the rotational speed is 5400 RPM. No doubt this saves power and generates less heat, but the speed hit is significant. Also significant is the cost of RAM upgrades for the unit. Two sticks of 1Gb RAM will set you back another $1700 over the sticker. Getting past the price premiums, though, it's easy to see that the M200 can be a replacement PC with a decent docking station. You'll miss the Firewire connectivity, but the USB 2.0 ports are available and it does comes with an SD card reader in the unit itself. Nice. With the WiFi radio, built-in Ethernet, and built-in modem, there's really no reason why you can't connect on the road. You can opt for the 802.11b or 802.11g radio, but opt for the 11g and get the 54Mps instead. I was a big fan of the Portege 3505 series from Toshiba, and this tablet marks a nice upgrade from that series. Adding WiFi, SD card reader, faster processor, and more RAM options makes this the tablet if you need one... and have the bucks for it. Fred",3
"HP Compaq Tablet PC TC1100 - Pentium M 1 GHz ULV - RAM 512 MB - HDD 40 GB - GF4 420 Go - WLAN : 802.11b - Win XP Tablet PC - 10.4"" TFT 1024 x 768 ( XGA )","The only reason I gave it four stars instead of five is because one part was broken (which the seller described when I purchased it). Other than that, this is the best computer ever. And when I took it to school with me, others (who had purchased more expensive laptops) were going ga-ga over it. You can write on the outside of the cover when it is closed. You use a stylus pen which pops out of its own little compartment when you gently press down on it. You can detach the keyboard completely if you don't want to use it. There are so many different features that it is just amazing. Sometimes when I take it to class, I will go to the ""One Note"" program and click ""record"" and let it record the teacher speaking. I can even write notes on it. Both the voice and the written notes are typed right into a Word document for me. If you can still find one of these, I would definitely recommend buying it because it is so worth the money. I only paid $220.00 on amazon.com which was a steal deal.",4
"Fujitsu LifeBook T4215 12.1"" Tablet PC","I like the size of the Laptop, have never used a tablet before so I will have to check this feature out. The keyboard is a little rough, but I did buy it used with some miles on the odometer. The system I purchased was 100GB and had windows 7 Professional. As far as weight it is very nice. So far all the programs are running very well with the LifeBook. I recommend using Glary 5 and Wise 365 tools to keep it in good running order, they really help to keep useless files off the system and keep it running smooth. If you have the money go for a newer version, but this one is fine and works well. It was a very expensive Laptop in it's day, running between $1,400 to $2,500 new. Definitely it is ont the quality of a Mac, yet has good features.",3
"Fujitsu LifeBook T4215 12.1"" Tablet PC",Works wonderful I love it,3
"Fujitsu LifeBook T4215 12.1"" Tablet PC","I purchased this ""reconditioned"" T4210 tablet PC for teaching so I could make notes while giving the lecture and then post those notes for the students. Unfortunately, the reconditioners loaded a version of Windows XP that states it is for reconditioned PCs, but it was not the version of Windows XP for Tablet PCs. So there are no tablet functions available. In addition, almost all the original software which came with the Fujitsu T4210 is missing. So I can't be sure (even if I _now_ upgrade to Windows 7), whether I will be able to restore tablet PC functions. So basically, the claim that this was a reconditioned Tablet PC was a fraud. BEWARE. It deserves ZERO stars instead of 1 star, but I couldn't figure out how to give it a zero. BEWARE.",3
"Fujitsu Lifebook T4220 12.1"" Tablet PC","Have three Fujitsu T4220 computers. Good features: able to transition from tablet to laptop, touch screen lets you write/print and then it translates to text, sturdy and spill-resistant keyboard. The not so wonderful: cannot Skype, runs a 32-bit OS.",5
"Fujitsu Lifebook T4220 12.1"" Tablet PC","I received this computer as a holiday gift. These are some of the features I found most amazing about the T4220. - Shock Censor Utility: If you drop your computer, the internal memory and hard drive contract, assuring less memory loss. It automatically detects when it is falling and adjusts accordingly. You can set this to Sensitive, Normal, Mobile, or Custom. - OmniPass: Have to remember lots of passwords to different websites and accounts? Not anymore. With OmniPass and the T4220 Fujitsu notebook, you can set all of your different passwords to either one master password or a fingerprint. I liked this especially because when I go to different websites where I have an account like Hotmail, Amazon, eBay, Facebook, or Myspace, a prompt asks me to scan my fingerprint and then it inputs my password for me. - Windows Vista: The T4220 notebook comes with Windows Vista Basic. I think that this version is fine for just normal notebook purposes, but you can always upgrade the software to fit your needs. - 180 degree Screen: This notebook is a tablet notebook. This means that you can fold the screen down and write on it with the included pen. This notebook can fold either right or left and has easy to understand lights to tell you which way to turn it back to normal. This works especially well with the included Evernote Plus, which translates your hastily scribbled notes into Microsoft Word text. Now you can take notes and have them all on one device. - Built in WiFi: With my old computer, a Dell Latitude D505, I got no bars of WiFi in the corners of my house. However, with this notebook with built in WiFi, I got as many bars in the corner of my house as I did with my old computer sitting next to the router. There is also a slot to put in a WiFi card if you have a special card, but the built in is so good, I don't see why you would need an additional one. - Speakers and Sound: The sound quality of this computer is absolutely amazing. It truly sounds as if you are in a stadium or concert hall. You can also change the speaker settings based on the environment that you are in. They are perfect for DVDs or music. Overall, I give this computer a five out of five based on performance, design, difficulty of use, and already included features. If you are looking for a Microsoft computer, I strongly recommend this one.",5
"Fujitsu Lifebook T4220 12.1"" Tablet PC","I have owned the Fujitsu 4220 for 3 years. I also have a new Dell XT2 (long story, my IT department is on a Dell service contract, enough said). The Fujitsu is awesome, I cannot recommend it more highly. It is fast, bright and strong screen, has all the features (wifi, USB, PCMCIA, firewire) that you would need. If you are looking at Fujitsu tablets and weighing the pros and cons of the 4220 and its progeny, I highly recommend you get a tablet like the 4220 with the swivel screen and built in keyboard. You need the keyboard, and its completely hidden and out of the way when you swivel to tablet mode. With the extra battery in the second bay, you can get up to nine hours which is great, but the Fujitsu batteries like all batteries lose charge capacity over months and years of use. I rarely use the DVD drive and most often have the second battery inserted into the DVD bay. This is a very tough computer, I have had to wrestle it from the hands of a theif and it hit parking lot pavement but is absolutely fine, I was very surprised the screen had no damage at all. I bought 3 stylus thinking I would break or lose one, but the stylus are also very durable (compare to Dell) and the stylus slot right on the front of the screen makes the stylus hard to leave behind. I would change only two things about the Fujitsu: (1) it could be a bit more sleekly designed, its plastic case is tough and flexible which is a great benefit, but the titanium casings on some of the competitor products really look much better, (2) the chips run hot when I have a lot of processes working simultaneously, hotter than my Dell. This causes the fan to run a lot, its variable speed and at highest speed you can hear it (not noisy, you just know its on), and when it is on your lap it can feel a bit hot (great in January but not so during other parts of the year).",5
Fujitsu LifeBook T4220 Tablet PC,This is an excellent computer. It combines the power of laptop with the flexibility of a tablet. I am very impressed with its ability to recognize my hand writing and convert it into typewritten text. I found the stylus pen very responsive and a pleasure to use. Its 2.9 GHZ processor with 2 GB of ram is more than adequate to meet my basic computing needs. This tablet is a little heavier than I would have liked however considering the price and that it’s a fully functioning computer and not just something I can check my e-mail or surf the web with it is well worth the little extra weight. The only downside I found which is typical of my experience with Fujitsu T series tables is that it does drain the battery quickly. So I purchased a backup battery. I would recommend this product to anyone who is looking for decent working computer with the ability to function as a tablet.,3
Fujitsu LifeBook T4220 Tablet PC,"No cd drive, Absolutely no software installed but for $200 what did I expect but a screen and keyboard, words, words.",3
Fujitsu LifeBook T4220 Tablet PC,system is great love using it,3
Fujitsu LifeBook T4220 Tablet PC,"I purchased this, along with additional RAM, for around $200. This machine runs faster than a laptop I owned previously that I bought less than a year ago, brand new, for over $400. Windows 7 runs like a dream on this machine, and the stylus-based tablet screen adds for some great versatility. The hard drive it came with was lacking, though. Luckily, I had a larger-capacity harddrive around from an old machine and installation was easy. This is a powerful general-use laptop that's affordable, easily modified, and boasts some nifty features. Definitely one of the best computer buys I've ever made. The only thing keeping this from a five-star rating are the minor upgrades needed to make this machine comparable to current competitors: buying additional RAM and a larger hard drive are recommended.",3
Fujitsu LifeBook T4220 Tablet PC,"It's an older model, but my friends are still jealous. I like its squareness, over the widescreens, and its ease of movement. It's really nice to be able to write on the screen. The only sad thing is that it's missing a webcam, but it really has everything else you might want: SD slot, USB, PC card slot, ethernet, CD drive that can become extra battery storage, tablet mode. Love it! Easy to figure out stuff, mostly quick, not super speedy.",3
Fujitsu LifeBook T4220 Tablet PC,i hate this dent dent dent and dent.,3
Fujitsu LifeBook T4220 Tablet PC,"Good computer which does what I need it to do after I installed Win XP on it. Seller provided Fujitsu LifeBook T4220 Tablet PC original disks and manuals, upon request. Seller was prompt in all correspondence and shipments. The computer arrived with Windows 7 installed (which is a 'neat trick' to do...kudos to the seller), but that wasn't what I needed. The original installation disks come with Windows XP. Good hardware; The computer came installed with Windows 7. I needed Windows XP for my own personal requirements. So I endeavored to tweak the computer's software for personal requirements. I tried to install Windows XP onto this computer, but ONLY AFTER I changed hard disks. (I have limited experience in doing tech work on computers.) I made a mistake and tried to install a 500 GB internal hard disk myself, and ran into numerous operating system glitches (a smaller hard disk would not have run into Old Operating System limitations). When I finally reverted back to the hard disk this computer came with, Windows XP installs wonderfully and the computer operates wonderfully. I have this running perfectly now for about a month. I am VERY SATISFIED. The SELLER did a great job of support. The hours of my day job, the US Postal Service, kept me from working on this computer until recently. The delay in the review and getting the PC working to my needs was a result of personal distractions and not due to the seller. This is a great PC.",3
Fujitsu LifeBook T4220 Tablet PC,I like fujitsu. I feel like i wanna get the newer model. they've been known for their durabiltiy. This second hand one looked old though. computer fan is a little noisy. Packaging wasnt that good. Keyboard was dirtly with some hair on it. but what can i expect ? It came at a low low price...,3
"HTC Shift X9500 UMPC - 800MHz 1GB 40GB 7"" LCD QuadBand GSM 3G UMTS/HSDPA EDGE Bluetooth Camera WiFi Windows Vista Business Keyboard","Of all the computers I have owned, this was my favorite, and I've owned many computers. I have ridiculous luck when it comes to computer purchases and computer usage. My impulsive buying habits and my need to tweak my computers to the max have caused me to own about 4 of these HTC Shifts at separate times. It's a long story and not the point of this review. The point of this is review is to tell you that the HTC Shift, for its time (2007), was hands down the coolest device on the market. With the onslaught of tablets since then, the HTC Shift has lost its luster, but only in a few respects. If you've come across this product, then you likely know a little about the HTC Shift's uniqueness. You can only seem to find it by searching for an uncommon combination of terms. As you likely already know, the greatest thing about the Shift was that you could simultaneously work in both Windows and Windows Mobile with the click of a button - it was a phone and netbook in one. Out of the box, the Windows Mobile side was locked down though, and you couldn't make calls. But if you were able to figure out how to unlock it and get phone calls to work (via XDA developers website), you could be talking to someone over the cell connection and work on files in Windows at the same time. Because the cellphone capabilities on the Windows Mobile side could be integrated with the Windows side, you could share the data connection, meaning that you never had to turn on Wifi on the Windows side and you'd have a connected Windows netbook anywhere for the price of a single data plan. Further, you could also turn the Shift into a Mobile hotspot using the Windows side's ""internet sharing"" feature. It was 3.5G, which for the time was amazing and still suitable today. If you swapped out the components, the HD for an SSD, 1GB RAM for 2GB, a bigger battery, and Windows Vista for 7, it was truly a very usable computer, so long as you were doing only one taxing thing at a time. It was perfectly capable of handling email checking, lite web browsing, and word processing all at once, but more than that starts to bog down performance. I used to play Starcraft on there with no problems; the touch screen was ideal for gameplay. The keyboard hid away so nicely and the typability was great, of course, my small fingers certainly help there. You also had a built in fingerprint reader for logging in and accessing sites. With a ready VGA compatible monitor on your desk and a dashboard mount in your car, you seriously could work anywhere and stay connected constantly. Here are the drawbacks. The XDA devs never got the cellphone to connect with bluetooth, so you always had to make calls with the built-in mic and speaker. The screen had no sort of palm rejection so writing or drawing was not really feasible. There was no back facing camera. Screen rotation was something of a pain without an accelerometer. The internal parts were kinda weak quality. If you ever opened it up, such as to swap out parts, you would have to be very precise in everything that you did, otherwise you'd end up with one HTC Brick. The internal power button, for instance, was this tiny piece of plastic that snapped off with the slightest pressure from the wrong direction. The Windows Mobile side had a very small ROM chip, 64MB, so you were limited in how much you could use that side. The XDA devs never got the SD card reader to be utilized by the Windows Mobile side, so that didn't help the problem of limited ROM. The HTC Shift was in a league of its own and ahead of its time and we've yet to see anything like it since. I personally think that many of the limitations of the HTC Shift were due to business and communications regulations rather than any design flaw, meaning that the limitations were intended. That's why the mobile side's ROM was limited, that's why the cellphone was locked down, that's why the mobile side couldn't use the SD card, that's why the mobile side couldn't use bluetooth. If regulations were such that a truly all-in-one device could enter the market, we might see more products like the Shift, but until then it's going to be Smartphones, tablets, netbooks, laptops, desktop replacements, desktops, workstations, and so on. Maybe regulators and manufacturers are in cahoots, knowing that if they were to allow the gaps to be bridged between existing products, there'd be less to flood the market with. But with the HTC Shift back in 2007, HTC apparently didn't get the full memo. They're up to speed now. Man, it would be nice if someone ignored the regulations, just once. If you've got an extra $1000 laying around and some hobby time, I'd recommend this device. The base model is cheap and the main accessories (Super Talent 1.8 zif pata 128GB ssd, 2GB 214 pin Microdimm, and Mugen 6600mAh battery) are still available (as of 8 March 2013); they won't be for much longer. However, the likelihood that you'll have this device for more than 3 years is slim. The base unit will likely begin to crumble thereafter - tilt screen mechanism failing, plastic around ports chipping, speaker mesh guards breaking, power button snapping, etc. If I were in the market for a mobile device today (and I didn't have a history of breaking HTC Shift's), I'd very likely give the HTC Shift another go, despite the fact I'd have to spend just over $1000 to get it maxed out, simply because of it's all-in-one design. The HTC Shift certainly had it's flaws, many of which have been fixed by recent mobile devices on the market, but recent devices lack the Shift's all-in-one design. Really, there is no, nor has there ever been, a worth-while product on the market for my tastes, but the HTC Shift came closest so far. Hopefully, HTC is working on an updated version, but I'm not crossing my fingers because of the regulations. Just to clarify the assertion that there is still nothing on the market like the HTC Shift (since 8 Mar '13), I've listed recent offerings that have come close, but explain why they fall short: iPad/Galaxy Tabs/or any tablet (not to be confused with Tablet PCs): - Cannot make cellular calls (not VoIP) - only 1st gen jailbroken iPad can with purchase of an app/most rooted Android devices can (Tab 7.7 (P68000) can out-of-the-box, but shortfalls below still exist) - No keyboard - can be fixed with Clamcase (for iPad) or similar (for others) - Does not run fully functional OS - only work around is running a VNC app, which is tough when away from home network, plus its sluggish when it does work Large Phones (like Galaxy Note): - No keyboard - there are a few specially made keyboards, but their even smaller than the Shift's keyboard. Any bluetooth keyboard could work, but you lose mobility - Does not run fully functional OS - only work around is running a VNC app, which is tough when away from home network, plus its sluggish when it does work Atrix/Padfone/Clambook (combination phone/tablets): - Does not run fully functional OS - only work around is running a VNC app, which is tough when away from home network, plus its sluggish when it does work Windows 8 tablets: - Cannot make cellular calls (not VoIP) - no work around - Drins battery, which takes away from the purpose of a tablet - No mobile OS to sip at the battery and allow longer use of device Addressing an argument: It could be argued that we no longer need a fully functioning OS because so much is being moved to ""the cloud"" - with Office, games, etc. I'll agree with that argument a few years from now, when the online apps are truly ""fully functioning."" As of write now, there is no Adobe CS and Office Live or 365 is no where close to on par to its installable cousin.",4
"HTC Shift X9500 UMPC - 800MHz 1GB 40GB 7"" LCD QuadBand GSM 3G UMTS/HSDPA EDGE Bluetooth Camera WiFi Windows Vista Business Keyboard","I purchased this just as a toy to play around with and I first installed a Windows 7 upgrade that I had lying around here, which worked great. It's very easy to find drivers and everything that you need online for the upgrade. Then, I tried installing Windows 8 Professional, which didn't work out because I could never get the touchscreen working. There are some instructions online and videos on YouTube of Windows 8 working on the X9500, but even when I followed the instructions, I couldn't get it working successfully, so I went back to Windows 7. The worst thing about the HTC Shift X9500 is the battery life. The claim is 2 hours, but I never got more than 1 hr and 15 mins. There are extended batteries available online for around $200 that are supposed to give it 4 hours of battery life, but I felt like it wouldn't be worth the expenses and decided to sell my Shift and purchase one of the new Clover Trail tablets instead.",4
"HTC Shift X9500 UMPC - 800MHz 1GB 40GB 7"" LCD QuadBand GSM 3G UMTS/HSDPA EDGE Bluetooth Camera WiFi Windows Vista Business Keyboard","The HTC Shift was ahead of its time. Under powered, but will do the job. Gonna try Win 7, and see if it helps? HTC should have NEVER given up on the Shift.",4
"HTC Shift X9500 UMPC - 800MHz 1GB 40GB 7"" LCD QuadBand GSM 3G UMTS/HSDPA EDGE Bluetooth Camera WiFi Windows Vista Business Keyboard",It came with everything in Italian. I'd have kept this UMPC if it hadn't been in Italian. So buyer beware!,4
"HTC Shift X9500 UMPC - 800MHz 1GB 40GB 7"" LCD QuadBand GSM 3G UMTS/HSDPA EDGE Bluetooth Camera WiFi Windows Vista Business Keyboard",It was a great deal i like it,4
"HTC Shift X9500 UMPC - 800MHz 1GB 40GB 7"" LCD QuadBand GSM 3G UMTS/HSDPA EDGE Bluetooth Camera WiFi Windows Vista Business Keyboard",This is one of the best purchases I have ever made. This is the perfect laptop if you like to have top of the line electronics. It has been two years since my purchase and I have had no problems.,4
"HTC Shift X9500 UMPC - 800MHz 1GB 40GB 7"" LCD QuadBand GSM 3G UMTS/HSDPA EDGE Bluetooth Camera WiFi Windows Vista Business Keyboard","I was not satisfied with the product. While I liked the flip-up design, the computer was slow. I also did not care for the keyboard. It was designed for use in different languages, so the symbols did not type what appeared on the keyboard when using the English language.",4
Motion LE1700 Core 2 Duo 1.5GHz 1GB 60GB 12.1-Inch Windows XP Tablet,"The tablet arrived in great shape and performed as advertised. I am extremely happy with Amazing Laptop's service and would recommend them to my friends and colleagues. I bought the high resolution version and am happy with the video quality. I like that I can use standard PC programs on this XP tablet and not compromise by having to use less functional ""apps"".",4
Motion LE1700 Core 2 Duo 1.5GHz 1GB 60GB 12.1-Inch Windows XP Tablet,the best thing ive bought from amazon i love it use it everyday for like a year now its awesome .. tattoo tracing stencils .. tracing anything .. it seems indestructible and with windows 8 and 4 gigs of ram it hauls pretty good i can play wow and starcraft on it of course on low res etc.. love it...,4
Motion LE1700 Core 2 Duo 1.5GHz 1GB 60GB 12.1-Inch Windows XP Tablet,"I JUST received the tablet less than an hour ago and I love it already! I recommend this for anyone who wants a tablet where you can write long hand, serf the web, and countless other things! The only thing I havent done was check to see if it is ebook capable. If it is, THIS IS A DEFINITE GREAT FOR THE COLLEGE STUDENT!!!",4
