model_name,review,average_rating
"Sony VAIO PCG-FXA47 Notebook (1-GHz Athlon, 256 MB RAM, 20 GB hard drive)","If your are looking for a good used laptop..........look elsehwere. The FXA47 is loaded with software and problems and VERY POOR customer support. In the 2 years we have had it, it has stayed in the case most of the time because of lockups. I have restored it several times to original configurations with no help. Sony is clueless and wants to charge for phone supoport and has only responded to 1 of my e-mails. It seems that everytime we install software the computer wants to lock up. My Compaq 2715US works great with out any problems. I will never by another Sony product.",2
"Sony VAIO PCG-FXA47 Notebook (1-GHz Athlon, 256 MB RAM, 20 GB hard drive)","The Sony VAIO PCG-FXA47 offers a great combination of features, rubber-to-the-road performance and affordability for the home user who wants the freedom of a laptop. The DVD/CD-RW drive drew me in, and the fast processor and generous memory sold me. The 20GB hard drive should be plenty for almost everyone (documents/photos/Quicken), although a user editing digital movies might have to think twice. This laptop comes with 10/100 NIC, so DSL connectivity is a snap. The software shipped with mine was also very useful. Note that it comes with serial & parallel ports as well as 2 USB ports, so connection to your peripherals is also convenient. The price is very good considering all you get. All in all, a good deal!",2
"Sony VAIO PCG-FXA47 Notebook (1-GHz Athlon, 256 MB RAM, 20 GB hard drive)","I've been mostly ok with this laptop until recently, but there are a few problems that I must mention: 1) The battery life is horrible. When you unplug it, it may tell you that it's going to last two hours, but even new, the battery only lasts about 20 minutes of just websurfing (if you are watching a DVD or anything like that, you'll be lucky to get much more than 5 minutes from the battery.) 2) It gets too hot. I've found that different programs cause it to heat differently. I tried running Seti@Home on this laptop, but that caused my lap to almost get burned. You have to be very careful with that. Also, the rubber feet on the bottom of the laptop have come off because the heat of the CPU melts the glue on the bottom. This has made a mess of the various tables I've put it on, as well as some pants when I've used it on my lap. 3) The sleep functions don't work right. Every other laptop I've used has had a function to make the laptop shut down or go to sleep automatically when the battery gets too low. This laptop doesn't appear to have this. When it feels like it, it will just shut down with no warning. This has happened at random times when I don't have it plugged into the power. 4) The drivers stink. There are various problems related to Windows hotfixes and some of the specific hardware drivers. I forget which one but there was a hotfix for XP that conflicted with the mousepad driver and caused the laptop to freeze up. As far as I know, Sony never fixed the driver so I've left the patch off. I doubt I'll ever buy a Sony laptop again, but it's not the worst I've used. I'll probably buy an IBM Thinkpad next time, because they are the best laptops you can buy.",2
"Apple iBook Laptop 12.1"" M8758LL/A (800-MHz PowerPC G3, 128 MB RAM, 30 GB Hard Drive, CD-ROM Drive)",This thing was filthy...,4
"Apple iBook Laptop 12.1"" M8758LL/A (800-MHz PowerPC G3, 128 MB RAM, 30 GB Hard Drive, CD-ROM Drive)",Wonderful computer but doesn't work with my wifi cause it's wap2,4
"Apple iBook Laptop 12.1"" M8758LL/A (800-MHz PowerPC G3, 128 MB RAM, 30 GB Hard Drive, CD-ROM Drive)",Very good,4
"Apple iBook Laptop 12.1"" M8758LL/A (800-MHz PowerPC G3, 128 MB RAM, 30 GB Hard Drive, CD-ROM Drive)",It was in good condition. But the OS was extremely outdated. I expected a more versatile cd drive. Feel me?,4
"Apple iBook Laptop 12.1"" M8758LL/A (800-MHz PowerPC G3, 128 MB RAM, 30 GB Hard Drive, CD-ROM Drive)",It as good,4
"Apple iBook Laptop 12.1"" M8758LL/A (800-MHz PowerPC G3, 128 MB RAM, 30 GB Hard Drive, CD-ROM Drive)",It was everything I expected,4
"Apple iBook Laptop 12.1"" M8758LL/A (800-MHz PowerPC G3, 128 MB RAM, 30 GB Hard Drive, CD-ROM Drive)","This is my first ever Apple notebook computer and I must say I am terribly pleased. At first I was worried about not having a G4 processor in it, but after recieving my G3 800 iBook and running osX and a few games I must say, I can barely ever discern a difference between this and my imac G4. I ordered 256mb of ram with my iBook because this speeds it up significantly. You probably wouldnt notice many differences until you try to run more than one application at a time, then you start to feel a little sluggish. This computer is great, I was worried that maybe it was one of the crappy logic board ibooks but nope, the serial number is far newer than the ones that are at risk for bad logic Boards. And finally the look of the ibook is seriously cool. I can't wait to go to borders and study for awhile. While everyone else has the same colored gateway laptops plugged into the wall power that borders provides I can cruise with my trusty awesome looking ibook on battery. Also, the power adapter is small, and the thing about people saying the keyboard feels like plastic I disagree with, it is kinda ... hmm, hard to explain, but definitely a plus in my book. Im used to the hard cruching key boards and this one is much less crunchy. Also, the 12 inch size is simply the best size for a laptop. Anythin bigger and portability almost seems like a hassle rather than a joy. Awesome computer. Dont forget to pick up that extra 256 mb of ram to get it up to 384mb making it much smoother.. actually, completely smooth... Heaven on earth lol.",4
"Apple iBook Laptop 12.1"" M8758LL/A (800-MHz PowerPC G3, 128 MB RAM, 30 GB Hard Drive, CD-ROM Drive)","First thing I should mention: I bought this laptop at a spectacular sale price. I paid $729 for this machine with 640mb of RAM (maxed out) and an Airport card with it. I highly recommend that you do max it out. I played with the 128mb version of this in Compusa and I noticed it to be significantly slower. When maxed out, this machine will run significantly faster than my 1.67Ghz Windows XP desktop in any task you will throw at it. On top of that, the Mac OS is far superior to anything ever put out by Microsoft. It's stable, easy to use, it just works. I have OS X Panther on this and I highly recommend it. I could never live without Expose, Apples far superior answer to the PC bar at the bottom. For those who are not familiar with it, this new feature in Panther will allow you to push F9 on the keyboard and show every window that is open. It will show exactly what is happening in that window at the moment, meaning that if I were to have a video running on it, the video would play on the tiny window as I look for the window I want. I click the window and it goes back to normal, only with that window on top. VERY USEFUL. Besides that, this machine is very well designed. The ports are on the side, no more reaching behind to plug it in. Its got a thick layer of plastic casing, yet is just over an inch thick. The 12 inch screen is amoung the clearest I've ever seen, and is suprisingly easy to use. The speakers are just okay, but you don't buy a laptop for speakers anyway. The snow colored design is absolutly beautiful, and is a nice plus. The screen is on a solid bar, not one of those flimsy PC hinges. This is the most solidly built, yet lightest, thinnest, most compact laptops I've ever owned or used. I have had several PC laptops before this one, and this is, by far, the best machine I have ever owned. By the way, the battery life on this machine is, to sum it up in one word, unbelievable. I can get about 4 hours of battery life while watching VIDEOS on this, surfing the web I can get upwards of four and a half or more! The low power consumption of the G3 processor makes this an ultra-portable machine. For those who are considering switching. Don't be discouraged by the OS right away. It is something you will need to get used to, but after a few days you will never know how you ever lived without it. I now go back to my PC and just absolutly despise it every second I use it. I have now gotten used to the Mac and enjoy it more than I ever did with my PC. You know what they say, once you've gone Mac, you don't ever go back. Well, to sum it up, this machine is perfect. I have yet to come across any sort of flaw whatsoever. Mac has thought this thing through, their attention to detail is amazing. Everything down to the little hook that comes out just as you close the lid to lock it shut has been designed perfectly. This isn't something that has just been scrapped together by Dell or something, this is a powerful piece of computing genius that has been designed for people out to make the intelligent choice for their computing needs. If you're stupid, go the ways of the PC world and conform to the ways of Bill Gates If you're smart, buy a Mac, you won't regret it. I guarantee!",4
"Toshiba Satellite A15-S127 Laptop (2.0-GHz Celeron, 256 MB RAM, 30 GB Hard Drive, DVD/CD-RW Drive)","I am trying to connect this to my wifi,it doesn't work,it seems like its not wifi ready..Anybody here know how to connect this to my wifi?",4
"Toshiba Satellite A15-S127 Laptop (2.0-GHz Celeron, 256 MB RAM, 30 GB Hard Drive, DVD/CD-RW Drive)","I have two other laptops, a Panasonic ToughBook for work and a Dell Latitude. I immediately noticed the Toshiba Satellite has a solid feel and is comfortable to use, much more so than the Dell. I have not noticed any problem with the touchpad as mentioned by other reviewers. There is plenty of space for your hands to rest on the keyboard, and I noticed my hands do not tire as easily. The keyboard is well laid out. It is virtually silent, unless the fan is briefly running. I did find that the unit gets quite warm, but I use it on a lap desk. The 15"" screen is very bright and clear; the resolution is great! The sound through headphones is very good. I am used to having two card slots, so having one, was different, but hey, I only use one card at a time anyway, for my wireless. Two USB slots are enough for me and I consider the combo DVD-RW drive a plus. All in all, this is turning out to be a stupendous buy, made more so by the fact that I paid less than $500.00 brand new, after (the dreaded) rebates. In my opinion, to get something this wonderful for this price is certainly worth the rebate hassle!",4
"Toshiba Satellite A15-S127 Laptop (2.0-GHz Celeron, 256 MB RAM, 30 GB Hard Drive, DVD/CD-RW Drive)","As an owner of a Toshiba S127 and this S157, I can tell you that this thing is pure quality. Dell's laptops have gotten almost pitiful in quality, while IBM are insanely priced. Where's the quality, inexpensive laptops? Toshiba is your answer. Trust me guys. Get this model. I bought the S127 and ended up giving it to my mom. This model comes with the built in wireless Internet (which is awesome), 40GB of storage, 512MB DDR (XP uses MUCH more than 256MB even doing the simplest tasks), and 2.2Ghz Celeron (you can't tell the difference between 2Ghz & 2.2 Ghz,trust me). I scored my S157 in brand new condition for $825 off some really nice guy off eBay I struck a deal with. (I picked it up locally) I'm going to review every single thing about this laptop, sequentally. Please note that this is an unbiased review: 1.) Keyboard: Probably the best keyboard i've ever used in over 18 years of computers. I loved these soft key laptop keyboard. Doesn't have that annoying cursor thing in the middle of the keyboard that some people like to use. (Most despise it, though) 2.) TouchPaD: Works great. Two basic buttons, silver color, and work perfectly. 3.) 15"" XGA screen. The screen is nice, bright, and vivid, but I definately could use SXGA (1280x....) XGA is only 1024x768 and is just enough for basic tasks 4.) Speakers: Silver titinium stereo speakers. They work adequately for basic needs. What can I say? They're laptop speakers. Go pickup some Logitech Z-340s for $30 at Best Buy. They will compliment these nicely. 5.) Design: Design is superb. The laptop is suprisingly thin (1 inch) and the colors are perfect. Really great job. 6.) Weight: 6.15 lbs, according to my measurements. 7.) LEDs: The LEDs are great. 5 basic small LEDs that tell you what's going on. Nothing fancy. 8.) 802.11b Wireless (S157 only). This is great. You can save your PCCard slot; you can also disable/enable the device whenever you want. Someone mentioned somewhere that the built-in wireless card means it uses the notebook as an antenna. I don't believe that though. 9.) CD-RW/DVD ROM: Works perfectly. I would've perferred a trayless drive (like the Pioneer 16x DVD drives) but hell, this is great. They both work great. 8.) Battery Life: Battery life is not as good as I would like it to be. I get 2 1/2 hours max out of this computer on a full battery charge, assuming light working conditions. Extra battery costs $150+tax at Best Buy or Circuit City. I'm using my mother's S127 batter. ;) 9.) Noise Level: Both computers are dead silent. There is a fan that turns on once in a while to cool the computers. The fan isn't loud at all. 10.) PC Card Slot: It only has 1 PC Card slot, but that's not an issue anymore now that I have built in wireless internet 11.) Ports: Serial: Great but I don't use it. Parallel: Ok, I still don't use it. 2x USB 2.0: Now, this is beautiful. I have several USB devices, some even USB 2.0, that I use with this computer. Neither models come with S-Video, DESPITE what some specifications say. The model also comes with external VGA for connecting to a projector or external monitor. RJ45 (Ethernet) AND Modem already installed. What a great value. 12.) Performance: Hard drive: Works decently. Only 4200 RPM, so don't expect mind-blistering performance, but it's fast enough even for an end user. Processor: 2.2Ghz Celeron is like a crippled P4; nevertheless, it performs almost all basic functions with ease. Gamers apply elsewhere. Sound: No comments. Sound works. :) Video: This is my biggest complaint (besides the microphone) about this model. Comes with 32MB Intel Extreme Graphics (Shared). Because it's shared with system memory, people tend to think it's 64MB Intel graphics; believe me, it's NOT. It's 32MB Intel extreme graphics that will let you do only the basic video or gaming. Don't expect any kind of performance from this. I really wish Toshiba had put an ATi Radeon mobility in here, but for the price I'm not complaining. :-) * Software: I don't use the software that comes with this bundle, but make sure to check the personal cons below for additional details. * Toshiba Utilities: As with most utilities, I don't like running manufacturer's utility files, but Toshiba's aren't _that_ bad. (I still don't run them, though). They allow you to control most of the function buttons at the topic and assign them different functions. Build Quality: This is where the laptop truly shines. Putting IBM's insanely high quality and price tag, this is the best laptop you can get for budget-price quality. Toshiba rules. Personal Cons: * No built in Microphone. The thing has a port for a microphone, but I really, really wish Toshiba had put one in. I know this isn't an issue for most people, but I use microphones on a daily basis. They're cheap, granted, but that's another thing to lug around. * Rebates: Ugh, I hate rebates. I got my S127 for $760 (after 8.5% tax) and after $250 rebates. I got my S157 for $825 cash from some guy on eBay. * One thing that annoys me is that Toshiba has loaded this comp with plenty of useless junk like AOL, Special offers, etc. This is an easy fix. I just wiped the drive and put XP Professional on there and boom, it's done. :) The S157, IIRC, comes with Microsoft Works, which I don't use. If you want more detailed pictures of this laptop, search on [...] They have both models and detailed pictures on it. I hope I haven't missed anything. :)",4
"Toshiba Satellite A15-S127 Laptop (2.0-GHz Celeron, 256 MB RAM, 30 GB Hard Drive, DVD/CD-RW Drive)","Confession: I got this laptop for an absurdly low price after rebates, so that might influence how happy I am with this laptop. I am the not-so-proud owner of not one, but two HP laptops that were great for a year each and then they died. On one, the backlight went out, and the other the motherboard and/or CPU went on the fritz. Nice. So, being in law school, I needed a laptop, and happily this one was on super sale! I love the 15"" screen, though I would prefer higher resolution. The touchpad, as you probably have read IS a bit jumpy, oddly enough--not sure why, but hey, there you go; I probably just need to adjust the sensitivity settings. I'd like integrated wireless standard, but wireless cards are pretty cheap these days. And the hard drive could be bigger. That's all I'd change though. I don't play games on computers much anymore--no time, and if I do, I'll just play on a console. So the Celeron works fine for what I do: research on the internet, and write papers. I haven't had ANY problems whatsoever in over a month, but check back in a year and let's see how it goes!",4
"Toshiba Satellite A15-S127 Laptop (2.0-GHz Celeron, 256 MB RAM, 30 GB Hard Drive, DVD/CD-RW Drive)","This Toshiba laptop is built very nice with superb features. 15"" screen is very good for watching DVD or computing work, resolution is great. 30GB hard disk is enough for most people considering that it has a CD-RW built-in. All the usual connectivity features like USB 2.0, ethernet, modemare built in. You can add a 802.11b WiFi card is wireless option is needed. RAM can be upgraded easily if need be, one slot is empty for expansion. 256MB is ok for Win XP, future OS versions might need 512MB. 2GHz Celeron is more than enough for 99% of people. The battery life is adequate and weight is a very reasonable 6 lbs for 15"" screen laptop. Keyboard is very good and touchpad is excellent once you get used to it. It will get hot since it uses a desktop Celeron and there will be some fan noise. Get a Centrino/Pentium-M based laptop if you want cooler, more portable and smaller laptop. But it might cost you twice the money. Much better built than a Dell or HP. Dell has too many tricks on their website to get a decent price for similar configuration. HP uses third party chipsets on their low end laptops. Athlon laptops are also equipped with poor quality SiS chipsets. The chipset used in this is Intel 852GM with 32MB shared video memory. Intel chipsets are solid and stable. All in all a superb laptop for students, home users and small business use. Perfect PC replacement with easy portability. Toshiba rocks!",4
"Toshiba Satellite P25-S607 17"" Media Center Laptop (2.80-GHz Pentium 4 (Hyper-Threading), 512 MB RAM, 60 GB Hard Drive)","Hello. I love this machine, You should know that the TV receiver can only be used without the battery, (the module goes in that bay) so you MUST be plugged to an outlet. Also needs an external antennae conection (includes conector) The Remote Control for the media center is quite nice BUT you need to attach an IR receiver (also included) to one of your USB ports so this is not that practical after all... Great buy, but I just wanted you to know what I did not when I ordered... :) Awesome screen, very useful.",4
"Toshiba Satellite P25-S607 17"" Media Center Laptop (2.80-GHz Pentium 4 (Hyper-Threading), 512 MB RAM, 60 GB Hard Drive)","I have not generally been kind to Toshibas, but I must say I took a liking to this one the first time I booted it up. It is impressive to look at, quite high-tech with great lines and lots of cool colored lights. But it's what's inside that counts. It has a very, very fast 2.8 GHz CPU with an ample 512 megabytes of 800 MHz FSB RAM (expandable to 2 gigs), a 64 megabyte dedicated vidcard and a 17"" display that is unbeatable. The 60 gigabyte hard drive, though, is a bit smaller than I would have expected. That it has a digital TV tuner, can play and record DVDs as well as CDs (so it can be used as a true media center instead of just as a PC) and that it features a full function remote control are all just that much more ""lagniappe"" (oh, that's a cajun word for 'that little bit extra' you didn't expect but were pleased to get). Anyway, why only 4 stars? Well, mainly because this computer is not really a laptop, unless you have a very, very big lap. This is a desktop masquerading as a laptop, and believe me, at a whopping 10 pounds it isn't going to be making very many trips. That may all be fine and dandy, but there is a significant penalty for it being called a laptop, namely a higher price than an equivalent desktop media center (look at the Gateways, for instance) would command. For most folks, this is overkill. Where would it be perfect? I would say it would be true Nirvana in some lucky person's dorm room, though it would also look most handsome under anyone's Christmas tree!",4
"Toshiba Satellite P25-S607 17"" Media Center Laptop (2.80-GHz Pentium 4 (Hyper-Threading), 512 MB RAM, 60 GB Hard Drive)","I purchased a P25-(s)607 about a month ago and have been nothing but pleased with its performance. Pros- a. HUGE screen that really allows you to see a lot at one time b. really fast computer. Benchmarks were outstanding for this product when I ran them right out of the box. They did nothng but improve after I did all the recommended steps (esp. driver upgrades) c. Lots of goodies that no other laptop has... 4 USB 2.0 ports are great, and the DVD R/RW is really fast (4x) by today's standards. The 5400 rpm hd is fast, though with 60GB isn't the biggest out on the market these days (though with a dvd rw you really can't mind too much) Cons- a. This puppy is BIG... and heavy. Even though the screen is a whopping 17 inches, there is an area around the screen of unused plastic (about a 1-1.5 inch edge) This only adds to the huge footprint of this laptop. b. The keyboard is relatively big, but is still not quite full size. In fact, the keyboard on my 15 inch compaq laptop is actually wider by almost 3/4 of an inch. It is still a capable keyboard though. It is also placed in about the center of the huge case, which can make using it a bit uncomfortable. c. Lights, Lights, Lights... boy, this thing has a lot of pretty blue and green lights... and I can't find any way to turn them off. This can be a bit distracting while watching a movie in the dark. d. Battery/TV tuner issues. there is only one battery port, and if you want to use a secondary drive (or the included tv tuner for that matter) you have to remove the battery. I know it seems semi-logical as you will be plugged into a cable anyway for the tv, but at the same time, you would think toshiba would find a way to incorperate a battery. e. price- lets face it... this isn't the cheapest laptop on the planet... though it is one of the fastest and best equipped All in all, I would probably rate this as a 4.5 star computer. I haven't fallen in love with it yet, but the courtship is well on its way. L.",4
"Toshiba Satellite P25-S607 17"" Media Center Laptop (2.80-GHz Pentium 4 (Hyper-Threading), 512 MB RAM, 60 GB Hard Drive)","I waited a long time for a windows laptop to get a 17"" screen, and this model made it worth the wait. This machine is huge! It weighs almost 10 lbs, and dwarfs my old 15"" machine. If you plan on taking trips with this, think again. The screen is very crisp, and gives you the room to place two windows side by side. So far, everything seems very fast, probably due to the faster hard drive and the extra video memory. But, I would have liked to have seen a 7200 rpm drive instead of the 5400 rpm one. One thing I will say is that the machine looks much better than the pictures indicate. This machine has just about everything you need in a desktop replacement. Surpisingly, it runs very cool with a 2.8 GHz processor. There are 3 fans on the bottom and a huge heat sink in the back. I would have liked to see a separate keypad since Toshiba had the room to put one in, but the overall feel of the full-size keyboard is good. The small tab key, though, is tough to get used to. Another major annoyance is the touchpad. It will select items with a slight touch, and I have not found out how to turn it off. I have called tech support 3 times on this to no avail. Toshiba's tech support has not impressed me on this issue, and I have had trouble understanding the tech support staff. ***Update*** Tech support has told me that this machine does not support the features most touch pads have, like being able to turn off the tap to click feature. However, I believe it just needs a different driver. *** I have also had trouble with the supplied TV Tuner. The machine will not boot with it installed, nor will it allow me to connect to the TV. Tech support's solutions so far are to re-install all of the drivers, which did not work. This has not been resolved yet. Having said this, I am very impressed with the product, and would highly recommend it. But I think some of the lower models may be a better value. It depends on your needs, but you will not go wrong with these computers as long as you don't mind the size and the short battery life. The issues I am having look like they can be resilved.",4
"IBM ThinkPad R40 Laptop (1.8 GHz Pentium 4-M, 256 MB RAM, 20GB Hard Drive, DVD/CD-RW Drive)",Appearance in good conditon and works well 70 percent of the time but seems like something is wrong internally sometimes when playing music pc seems to slow down causing break up in sound.,3
"IBM ThinkPad R40 Laptop (1.8 GHz Pentium 4-M, 256 MB RAM, 20GB Hard Drive, DVD/CD-RW Drive)","Sorry to break the news to the previous reviewer (please -- you really have to use a product more than one day to give a competent review), but there is nothing cheap about this laptop. Perhaps he had it configured with a little less power, but mine works as well as any laptop I've ever used. This is my second laptop, but the first one was a small 486 I bought because the size was cool. Now, THAT one was cheap. IBM has made the best laptops and have the best service. The only question for me was initially, whether I wanted to pay for it, and then, which one do I get. Mine is configured with a 2 gig chip, a 40 gig HD, and 512 Meg of RAM. Please don't skimp on the RAM or you will wonder whether your system is slow. It came complete with Windows XP (which I don't care for) and I had to reconfigure everything so it looks more like Windows 2000, which I have on my other desktops. I use the laptop for surfing on wireless internet connections -- both home and away, writing letters and other documents, doing some financial spreadsheets, and will soon be doing some film editing work. The trackhead (whatever its called) works MUCH better for me than the simple trackpad. But the pad is there, and you don't have to use the eraser shaped head in the middle of the keyboard if you don't want to. I don't remember hitting the head and moving the mouse when I typed the letters ""h"" and ""g"" (or whatever two keys it is between) so if you don't like it, it should never interfere with your work. The screen is great! Big enough to have your desktop arranged like you like and plenty big to watch DVDs. The CD/DVD tray comes out, and feels somewhat flimsy, but you shouldn't have a problem taking care of it. On the left side are the various inputs, including (at least on mine) USB, firewire, and s-video. For you multimedia types who want a PowerBook for creative tasks but need a PC to do real work on, don't worry -- the Thinkpad has what you need. I considered a PowerBook and might have actually bought one (even though I'm firmly grounded in the Windows camp), but the prices were just way too much, and I would need a boatload of additional software for the Mac. While your emotional side might miss a PB (Apple does have a knack for appealing to the emotion), the logical beast in you will realize the TP has what you need. The unit will, like every other high powered laptop, get hot on bottom. Mine doesn't create much of a problem. When I'm using it on my recliner, I put a pillow under it and I am fine. When using it on a table or desk, there is no issue. Battery life on every portable unit is always disappointing. I've had my TP since March and have used it some, but not a great deal (once or twice a week on average, but lately increasing). I'm at a little more than three hours, and there is an indicator that clearly gives you an idea how much time you have left. If you fly cross country or longer than 3 hours and need all that time to work, you will need multiple batteries. Finally, I haven't noticed any pixel loss on my screen. The unit is solid enough to take most anywhere. While I treat all my equipment well and don't dropkick anything, if you are a bit rougher on your stuff than I am, I don't think you will need to worry. But don't take this review for any advice on how the IBM will work if mistreated.",3
"IBM ThinkPad R40 Laptop (1.8 GHz Pentium 4-M, 256 MB RAM, 20GB Hard Drive, DVD/CD-RW Drive)","Bought this for my college sister, broke in weeks. I had previously given it a good review, but at the time I hadn't gotten the feedback on it's functionality. Do not recommend.",3
"IBM ThinkPad R40 Laptop (1.8 GHz Pentium 4-M, 256 MB RAM, 20GB Hard Drive, DVD/CD-RW Drive)","... did not really review Model 2681CU1 as shown on this website. This models comes with Pentium 4 -Mobile 1.8 Ghz, 256MB Ram, 20GB Harddrive, CD-RW/DVD-ROM drive. Like the first reviewer said, the 20GB drive should really be called 16GB drive, and in reality, because IBM reserves about 4GB to store recovery info, leaving you with about 10-11GB of hard disk space you can use, so if you really need a lot of hard disk space, beware that instead of 18.6GB, you'll only be getting about 10GB. Boot up on my machine takes about 1 minute with PC cillin Antivirus running, (booting to Win XP Home) so if you are used to 20 sec bootups, this machine will be slow to you on a bootup. However, once all of the programs are loaded, the computer performs pretty fast. Also, please note that the Hardrive is about 4200 RPM, so replacing the Disk for a higher RPM's will shorten the boot up time. IBM does not provide a lot of software, I believe I only had Norton AV 2003, PC Doctor and Adobe (among others). You can type the Model number in IBM's website and get the exact detailed specs of what exactly comes (and does not come) with this laptop. What I like is that the Norton AV and all other applications do NOT load automatically. You have to go to START--> Programs --->Norton AV 2003 and it will start installing Norton AV 2003. My previous laptop had all of the software already preloaded, which made it a little more painful, because you ended up uninstalling a bunch of useless programs you did not need. The laptop's case is relatively sturdy and appears like it can take the ocasional bruising without major impact. Also, the BIOS on this laptops comes configured to MAX BATTERY mode, which means that if you are booting from the battery (i.e the AC adapter is not plugged in) your CPU Speed Step will keep the CPU cycles to 1.2Ghz maximum even if your power options says ""Always ON"". Setting the power setting to AUTOMATIC (in BIOS) will fix this. BEFORE YOU ADJUST BIOS, call IBM tech support to make minimize your chance for errors. I was impressed with the quality of IBM tech support. I 'd say that I got a live person within 2 minutes and the tech support was somewhere in the US, as opposed to overseas. Battery life seems to be close to 2.5-3hrs, though I have not had a chance to test it out fully. When fully charges, the battery indicator says that 3 hours is left. Beware that this laptop does not come with a floppy drive. I think that the reason this Laptop costs $1100 is that there are Pentium M chips that are out, replacing P4M's. Oh, and last thing, I have IBM T23 at work and found that the ultrabay drives used with T23 are compatible with R40's (all except R40e) drives. Check IBM's website for verification. ...",3
"IBM ThinkPad R40 Laptop (1.8 GHz Pentium 4-M, 256 MB RAM, 20GB Hard Drive, DVD/CD-RW Drive)",I can honestly say that this thing is built like a rock! This laptop is now closing in on being ten years old. I noticed most of the reviews were old. Well here I am with it ten years later and it still runs like a champ. I would also like to say that I own a 2010 Macbook pro and this machine is built much better than that machine. Already had problems from my Macbook and I've never had a problem with the IBM which is what I'm using to post this review with.,3
"IBM ThinkPad R40 Laptop (1.8 GHz Pentium 4-M, 256 MB RAM, 20GB Hard Drive, DVD/CD-RW Drive)","I have recieved the laptop today. The speed of the laptop is not what I was hoping for. I will have to purchase more memory for it. I have noticed it has been paging about 216 megs on the avg and only leaving me about 39 megs free on the Ram. I will be purchasing more ram for this laptop. The Hard drive has a specs of 20 gigs. I think it might be from the way IBM had set this up its starts out at 15.6 gigs on the hard drive and only leaving you with 10 gigs free on it. You will def need a external hard drive with this unit. There is no software so i suggest you down load open source or if you got copies of office you can use it. One of the best features is it has a long battery life. But if you got the extra cash i suggest you buy HP, Sony or somthing better. if you need the extra power.",3
"IBM ThinkPad R40 Laptop (1.8 GHz Pentium 4-M, 256 MB RAM, 20GB Hard Drive, DVD/CD-RW Drive)",I bought one of these and very happy with the product! Highly recommended.. Number 1 value laptop on PCWorld.com,3
